file_path,filename,emotion_id,emotion,emotion_idx,intensity,statement,repetition,actor,gender,spectrogram_path
data\raw\ravdess\Actor_10\03-01-01-01-01-01-10.wav,03-01-01-01-01-01-10.wav,1,neutral,0,1,1,1,10,female,data\processed\spectrograms\spec_03-01-01-01-01-01-10.pt
data\raw\ravdess\Actor_10\03-01-01-01-01-02-10.wav,03-01-01-01-01-02-10.wav,1,neutral,0,1,1,2,10,female,data\processed\spectrograms\spec_03-01-01-01-01-02-10.pt
data\raw\ravdess\Actor_10\03-01-01-01-02-01-10.wav,03-01-01-01-02-01-10.wav,1,neutral,0,1,2,1,10,female,data\processed\spectrograms\spec_03-01-01-01-02-01-10.pt
data\raw\ravdess\Actor_10\03-01-01-01-02-02-10.wav,03-01-01-01-02-02-10.wav,1,neutral,0,1,2,2,10,female,data\processed\spectrograms\spec_03-01-01-01-02-02-10.pt
data\raw\ravdess\Actor_10\03-01-03-01-01-01-10.wav,03-01-03-01-01-01-10.wav,3,happy,1,1,1,1,10,female,data\processed\spectrograms\spec_03-01-03-01-01-01-10.pt
data\raw\ravdess\Actor_10\03-01-03-01-01-02-10.wav,03-01-03-01-01-02-10.wav,3,happy,1,1,1,2,10,female,data\processed\spectrograms\spec_03-01-03-01-01-02-10.pt
data\raw\ravdess\Actor_10\03-01-03-01-02-01-10.wav,03-01-03-01-02-01-10.wav,3,happy,1,1,2,1,10,female,data\processed\spectrograms\spec_03-01-03-01-02-01-10.pt
data\raw\ravdess\Actor_10\03-01-03-01-02-02-10.wav,03-01-03-01-02-02-10.wav,3,happy,1,1,2,2,10,female,data\processed\spectrograms\spec_03-01-03-01-02-02-10.pt
data\raw\ravdess\Actor_10\03-01-03-02-01-01-10.wav,03-01-03-02-01-01-10.wav,3,happy,1,2,1,1,10,female,data\processed\spectrograms\spec_03-01-03-02-01-01-10.pt
data\raw\ravdess\Actor_10\03-01-03-02-01-02-10.wav,03-01-03-02-01-02-10.wav,3,happy,1,2,1,2,10,female,data\processed\spectrograms\spec_03-01-03-02-01-02-10.pt
data\raw\ravdess\Actor_10\03-01-03-02-02-01-10.wav,03-01-03-02-02-01-10.wav,3,happy,1,2,2,1,10,female,data\processed\spectrograms\spec_03-01-03-02-02-01-10.pt
data\raw\ravdess\Actor_10\03-01-03-02-02-02-10.wav,03-01-03-02-02-02-10.wav,3,happy,1,2,2,2,10,female,data\processed\spectrograms\spec_03-01-03-02-02-02-10.pt
data\raw\ravdess\Actor_10\03-01-04-01-01-01-10.wav,03-01-04-01-01-01-10.wav,4,sad,2,1,1,1,10,female,data\processed\spectrograms\spec_03-01-04-01-01-01-10.pt
data\raw\ravdess\Actor_10\03-01-04-01-01-02-10.wav,03-01-04-01-01-02-10.wav,4,sad,2,1,1,2,10,female,data\processed\spectrograms\spec_03-01-04-01-01-02-10.pt
data\raw\ravdess\Actor_10\03-01-04-01-02-01-10.wav,03-01-04-01-02-01-10.wav,4,sad,2,1,2,1,10,female,data\processed\spectrograms\spec_03-01-04-01-02-01-10.pt
data\raw\ravdess\Actor_10\03-01-04-01-02-02-10.wav,03-01-04-01-02-02-10.wav,4,sad,2,1,2,2,10,female,data\processed\spectrograms\spec_03-01-04-01-02-02-10.pt
data\raw\ravdess\Actor_10\03-01-04-02-01-01-10.wav,03-01-04-02-01-01-10.wav,4,sad,2,2,1,1,10,female,data\processed\spectrograms\spec_03-01-04-02-01-01-10.pt
data\raw\ravdess\Actor_10\03-01-04-02-01-02-10.wav,03-01-04-02-01-02-10.wav,4,sad,2,2,1,2,10,female,data\processed\spectrograms\spec_03-01-04-02-01-02-10.pt
data\raw\ravdess\Actor_10\03-01-04-02-02-01-10.wav,03-01-04-02-02-01-10.wav,4,sad,2,2,2,1,10,female,data\processed\spectrograms\spec_03-01-04-02-02-01-10.pt
data\raw\ravdess\Actor_10\03-01-04-02-02-02-10.wav,03-01-04-02-02-02-10.wav,4,sad,2,2,2,2,10,female,data\processed\spectrograms\spec_03-01-04-02-02-02-10.pt
data\raw\ravdess\Actor_10\03-01-05-01-01-01-10.wav,03-01-05-01-01-01-10.wav,5,angry,3,1,1,1,10,female,data\processed\spectrograms\spec_03-01-05-01-01-01-10.pt
data\raw\ravdess\Actor_10\03-01-05-01-01-02-10.wav,03-01-05-01-01-02-10.wav,5,angry,3,1,1,2,10,female,data\processed\spectrograms\spec_03-01-05-01-01-02-10.pt
data\raw\ravdess\Actor_10\03-01-05-01-02-01-10.wav,03-01-05-01-02-01-10.wav,5,angry,3,1,2,1,10,female,data\processed\spectrograms\spec_03-01-05-01-02-01-10.pt
data\raw\ravdess\Actor_10\03-01-05-01-02-02-10.wav,03-01-05-01-02-02-10.wav,5,angry,3,1,2,2,10,female,data\processed\spectrograms\spec_03-01-05-01-02-02-10.pt
data\raw\ravdess\Actor_10\03-01-05-02-01-01-10.wav,03-01-05-02-01-01-10.wav,5,angry,3,2,1,1,10,female,data\processed\spectrograms\spec_03-01-05-02-01-01-10.pt
data\raw\ravdess\Actor_10\03-01-05-02-01-02-10.wav,03-01-05-02-01-02-10.wav,5,angry,3,2,1,2,10,female,data\processed\spectrograms\spec_03-01-05-02-01-02-10.pt
data\raw\ravdess\Actor_10\03-01-05-02-02-01-10.wav,03-01-05-02-02-01-10.wav,5,angry,3,2,2,1,10,female,data\processed\spectrograms\spec_03-01-05-02-02-01-10.pt
data\raw\ravdess\Actor_10\03-01-05-02-02-02-10.wav,03-01-05-02-02-02-10.wav,5,angry,3,2,2,2,10,female,data\processed\spectrograms\spec_03-01-05-02-02-02-10.pt
data\raw\ravdess\Actor_14\03-01-01-01-01-01-14.wav,03-01-01-01-01-01-14.wav,1,neutral,0,1,1,1,14,female,data\processed\spectrograms\spec_03-01-01-01-01-01-14.pt
data\raw\ravdess\Actor_14\03-01-01-01-01-02-14.wav,03-01-01-01-01-02-14.wav,1,neutral,0,1,1,2,14,female,data\processed\spectrograms\spec_03-01-01-01-01-02-14.pt
data\raw\ravdess\Actor_14\03-01-01-01-02-01-14.wav,03-01-01-01-02-01-14.wav,1,neutral,0,1,2,1,14,female,data\processed\spectrograms\spec_03-01-01-01-02-01-14.pt
data\raw\ravdess\Actor_14\03-01-01-01-02-02-14.wav,03-01-01-01-02-02-14.wav,1,neutral,0,1,2,2,14,female,data\processed\spectrograms\spec_03-01-01-01-02-02-14.pt
data\raw\ravdess\Actor_14\03-01-03-01-01-01-14.wav,03-01-03-01-01-01-14.wav,3,happy,1,1,1,1,14,female,data\processed\spectrograms\spec_03-01-03-01-01-01-14.pt
data\raw\ravdess\Actor_14\03-01-03-01-01-02-14.wav,03-01-03-01-01-02-14.wav,3,happy,1,1,1,2,14,female,data\processed\spectrograms\spec_03-01-03-01-01-02-14.pt
data\raw\ravdess\Actor_14\03-01-03-01-02-01-14.wav,03-01-03-01-02-01-14.wav,3,happy,1,1,2,1,14,female,data\processed\spectrograms\spec_03-01-03-01-02-01-14.pt
data\raw\ravdess\Actor_14\03-01-03-01-02-02-14.wav,03-01-03-01-02-02-14.wav,3,happy,1,1,2,2,14,female,data\processed\spectrograms\spec_03-01-03-01-02-02-14.pt
data\raw\ravdess\Actor_14\03-01-03-02-01-01-14.wav,03-01-03-02-01-01-14.wav,3,happy,1,2,1,1,14,female,data\processed\spectrograms\spec_03-01-03-02-01-01-14.pt
data\raw\ravdess\Actor_14\03-01-03-02-01-02-14.wav,03-01-03-02-01-02-14.wav,3,happy,1,2,1,2,14,female,data\processed\spectrograms\spec_03-01-03-02-01-02-14.pt
data\raw\ravdess\Actor_14\03-01-03-02-02-01-14.wav,03-01-03-02-02-01-14.wav,3,happy,1,2,2,1,14,female,data\processed\spectrograms\spec_03-01-03-02-02-01-14.pt
data\raw\ravdess\Actor_14\03-01-03-02-02-02-14.wav,03-01-03-02-02-02-14.wav,3,happy,1,2,2,2,14,female,data\processed\spectrograms\spec_03-01-03-02-02-02-14.pt
data\raw\ravdess\Actor_14\03-01-04-01-01-01-14.wav,03-01-04-01-01-01-14.wav,4,sad,2,1,1,1,14,female,data\processed\spectrograms\spec_03-01-04-01-01-01-14.pt
data\raw\ravdess\Actor_14\03-01-04-01-01-02-14.wav,03-01-04-01-01-02-14.wav,4,sad,2,1,1,2,14,female,data\processed\spectrograms\spec_03-01-04-01-01-02-14.pt
data\raw\ravdess\Actor_14\03-01-04-01-02-01-14.wav,03-01-04-01-02-01-14.wav,4,sad,2,1,2,1,14,female,data\processed\spectrograms\spec_03-01-04-01-02-01-14.pt
data\raw\ravdess\Actor_14\03-01-04-01-02-02-14.wav,03-01-04-01-02-02-14.wav,4,sad,2,1,2,2,14,female,data\processed\spectrograms\spec_03-01-04-01-02-02-14.pt
data\raw\ravdess\Actor_14\03-01-04-02-01-01-14.wav,03-01-04-02-01-01-14.wav,4,sad,2,2,1,1,14,female,data\processed\spectrograms\spec_03-01-04-02-01-01-14.pt
data\raw\ravdess\Actor_14\03-01-04-02-01-02-14.wav,03-01-04-02-01-02-14.wav,4,sad,2,2,1,2,14,female,data\processed\spectrograms\spec_03-01-04-02-01-02-14.pt
data\raw\ravdess\Actor_14\03-01-04-02-02-01-14.wav,03-01-04-02-02-01-14.wav,4,sad,2,2,2,1,14,female,data\processed\spectrograms\spec_03-01-04-02-02-01-14.pt
data\raw\ravdess\Actor_14\03-01-04-02-02-02-14.wav,03-01-04-02-02-02-14.wav,4,sad,2,2,2,2,14,female,data\processed\spectrograms\spec_03-01-04-02-02-02-14.pt
data\raw\ravdess\Actor_14\03-01-05-01-01-01-14.wav,03-01-05-01-01-01-14.wav,5,angry,3,1,1,1,14,female,data\processed\spectrograms\spec_03-01-05-01-01-01-14.pt
data\raw\ravdess\Actor_14\03-01-05-01-01-02-14.wav,03-01-05-01-01-02-14.wav,5,angry,3,1,1,2,14,female,data\processed\spectrograms\spec_03-01-05-01-01-02-14.pt
data\raw\ravdess\Actor_14\03-01-05-01-02-01-14.wav,03-01-05-01-02-01-14.wav,5,angry,3,1,2,1,14,female,data\processed\spectrograms\spec_03-01-05-01-02-01-14.pt
data\raw\ravdess\Actor_14\03-01-05-01-02-02-14.wav,03-01-05-01-02-02-14.wav,5,angry,3,1,2,2,14,female,data\processed\spectrograms\spec_03-01-05-01-02-02-14.pt
data\raw\ravdess\Actor_14\03-01-05-02-01-01-14.wav,03-01-05-02-01-01-14.wav,5,angry,3,2,1,1,14,female,data\processed\spectrograms\spec_03-01-05-02-01-01-14.pt
data\raw\ravdess\Actor_14\03-01-05-02-01-02-14.wav,03-01-05-02-01-02-14.wav,5,angry,3,2,1,2,14,female,data\processed\spectrograms\spec_03-01-05-02-01-02-14.pt
data\raw\ravdess\Actor_14\03-01-05-02-02-01-14.wav,03-01-05-02-02-01-14.wav,5,angry,3,2,2,1,14,female,data\processed\spectrograms\spec_03-01-05-02-02-01-14.pt
data\raw\ravdess\Actor_14\03-01-05-02-02-02-14.wav,03-01-05-02-02-02-14.wav,5,angry,3,2,2,2,14,female,data\processed\spectrograms\spec_03-01-05-02-02-02-14.pt
data\raw\ravdess\Actor_15\03-01-01-01-01-01-15.wav,03-01-01-01-01-01-15.wav,1,neutral,0,1,1,1,15,male,data\processed\spectrograms\spec_03-01-01-01-01-01-15.pt
data\raw\ravdess\Actor_15\03-01-01-01-01-02-15.wav,03-01-01-01-01-02-15.wav,1,neutral,0,1,1,2,15,male,data\processed\spectrograms\spec_03-01-01-01-01-02-15.pt
data\raw\ravdess\Actor_15\03-01-01-01-02-01-15.wav,03-01-01-01-02-01-15.wav,1,neutral,0,1,2,1,15,male,data\processed\spectrograms\spec_03-01-01-01-02-01-15.pt
data\raw\ravdess\Actor_15\03-01-01-01-02-02-15.wav,03-01-01-01-02-02-15.wav,1,neutral,0,1,2,2,15,male,data\processed\spectrograms\spec_03-01-01-01-02-02-15.pt
data\raw\ravdess\Actor_15\03-01-03-01-01-01-15.wav,03-01-03-01-01-01-15.wav,3,happy,1,1,1,1,15,male,data\processed\spectrograms\spec_03-01-03-01-01-01-15.pt
data\raw\ravdess\Actor_15\03-01-03-01-01-02-15.wav,03-01-03-01-01-02-15.wav,3,happy,1,1,1,2,15,male,data\processed\spectrograms\spec_03-01-03-01-01-02-15.pt
data\raw\ravdess\Actor_15\03-01-03-01-02-01-15.wav,03-01-03-01-02-01-15.wav,3,happy,1,1,2,1,15,male,data\processed\spectrograms\spec_03-01-03-01-02-01-15.pt
data\raw\ravdess\Actor_15\03-01-03-01-02-02-15.wav,03-01-03-01-02-02-15.wav,3,happy,1,1,2,2,15,male,data\processed\spectrograms\spec_03-01-03-01-02-02-15.pt
data\raw\ravdess\Actor_15\03-01-03-02-01-01-15.wav,03-01-03-02-01-01-15.wav,3,happy,1,2,1,1,15,male,data\processed\spectrograms\spec_03-01-03-02-01-01-15.pt
data\raw\ravdess\Actor_15\03-01-03-02-01-02-15.wav,03-01-03-02-01-02-15.wav,3,happy,1,2,1,2,15,male,data\processed\spectrograms\spec_03-01-03-02-01-02-15.pt
data\raw\ravdess\Actor_15\03-01-03-02-02-01-15.wav,03-01-03-02-02-01-15.wav,3,happy,1,2,2,1,15,male,data\processed\spectrograms\spec_03-01-03-02-02-01-15.pt
data\raw\ravdess\Actor_15\03-01-03-02-02-02-15.wav,03-01-03-02-02-02-15.wav,3,happy,1,2,2,2,15,male,data\processed\spectrograms\spec_03-01-03-02-02-02-15.pt
data\raw\ravdess\Actor_15\03-01-04-01-01-01-15.wav,03-01-04-01-01-01-15.wav,4,sad,2,1,1,1,15,male,data\processed\spectrograms\spec_03-01-04-01-01-01-15.pt
data\raw\ravdess\Actor_15\03-01-04-01-01-02-15.wav,03-01-04-01-01-02-15.wav,4,sad,2,1,1,2,15,male,data\processed\spectrograms\spec_03-01-04-01-01-02-15.pt
data\raw\ravdess\Actor_15\03-01-04-01-02-01-15.wav,03-01-04-01-02-01-15.wav,4,sad,2,1,2,1,15,male,data\processed\spectrograms\spec_03-01-04-01-02-01-15.pt
data\raw\ravdess\Actor_15\03-01-04-01-02-02-15.wav,03-01-04-01-02-02-15.wav,4,sad,2,1,2,2,15,male,data\processed\spectrograms\spec_03-01-04-01-02-02-15.pt
data\raw\ravdess\Actor_15\03-01-04-02-01-01-15.wav,03-01-04-02-01-01-15.wav,4,sad,2,2,1,1,15,male,data\processed\spectrograms\spec_03-01-04-02-01-01-15.pt
data\raw\ravdess\Actor_15\03-01-04-02-01-02-15.wav,03-01-04-02-01-02-15.wav,4,sad,2,2,1,2,15,male,data\processed\spectrograms\spec_03-01-04-02-01-02-15.pt
data\raw\ravdess\Actor_15\03-01-04-02-02-01-15.wav,03-01-04-02-02-01-15.wav,4,sad,2,2,2,1,15,male,data\processed\spectrograms\spec_03-01-04-02-02-01-15.pt
data\raw\ravdess\Actor_15\03-01-04-02-02-02-15.wav,03-01-04-02-02-02-15.wav,4,sad,2,2,2,2,15,male,data\processed\spectrograms\spec_03-01-04-02-02-02-15.pt
data\raw\ravdess\Actor_15\03-01-05-01-01-01-15.wav,03-01-05-01-01-01-15.wav,5,angry,3,1,1,1,15,male,data\processed\spectrograms\spec_03-01-05-01-01-01-15.pt
data\raw\ravdess\Actor_15\03-01-05-01-01-02-15.wav,03-01-05-01-01-02-15.wav,5,angry,3,1,1,2,15,male,data\processed\spectrograms\spec_03-01-05-01-01-02-15.pt
data\raw\ravdess\Actor_15\03-01-05-01-02-01-15.wav,03-01-05-01-02-01-15.wav,5,angry,3,1,2,1,15,male,data\processed\spectrograms\spec_03-01-05-01-02-01-15.pt
data\raw\ravdess\Actor_15\03-01-05-01-02-02-15.wav,03-01-05-01-02-02-15.wav,5,angry,3,1,2,2,15,male,data\processed\spectrograms\spec_03-01-05-01-02-02-15.pt
data\raw\ravdess\Actor_15\03-01-05-02-01-01-15.wav,03-01-05-02-01-01-15.wav,5,angry,3,2,1,1,15,male,data\processed\spectrograms\spec_03-01-05-02-01-01-15.pt
data\raw\ravdess\Actor_15\03-01-05-02-01-02-15.wav,03-01-05-02-01-02-15.wav,5,angry,3,2,1,2,15,male,data\processed\spectrograms\spec_03-01-05-02-01-02-15.pt
data\raw\ravdess\Actor_15\03-01-05-02-02-01-15.wav,03-01-05-02-02-01-15.wav,5,angry,3,2,2,1,15,male,data\processed\spectrograms\spec_03-01-05-02-02-01-15.pt
data\raw\ravdess\Actor_15\03-01-05-02-02-02-15.wav,03-01-05-02-02-02-15.wav,5,angry,3,2,2,2,15,male,data\processed\spectrograms\spec_03-01-05-02-02-02-15.pt
data\raw\ravdess\Actor_16\03-01-01-01-01-01-16.wav,03-01-01-01-01-01-16.wav,1,neutral,0,1,1,1,16,female,data\processed\spectrograms\spec_03-01-01-01-01-01-16.pt
data\raw\ravdess\Actor_16\03-01-01-01-01-02-16.wav,03-01-01-01-01-02-16.wav,1,neutral,0,1,1,2,16,female,data\processed\spectrograms\spec_03-01-01-01-01-02-16.pt
data\raw\ravdess\Actor_16\03-01-01-01-02-01-16.wav,03-01-01-01-02-01-16.wav,1,neutral,0,1,2,1,16,female,data\processed\spectrograms\spec_03-01-01-01-02-01-16.pt
data\raw\ravdess\Actor_16\03-01-01-01-02-02-16.wav,03-01-01-01-02-02-16.wav,1,neutral,0,1,2,2,16,female,data\processed\spectrograms\spec_03-01-01-01-02-02-16.pt
data\raw\ravdess\Actor_16\03-01-03-01-01-01-16.wav,03-01-03-01-01-01-16.wav,3,happy,1,1,1,1,16,female,data\processed\spectrograms\spec_03-01-03-01-01-01-16.pt
data\raw\ravdess\Actor_16\03-01-03-01-01-02-16.wav,03-01-03-01-01-02-16.wav,3,happy,1,1,1,2,16,female,data\processed\spectrograms\spec_03-01-03-01-01-02-16.pt
data\raw\ravdess\Actor_16\03-01-03-01-02-01-16.wav,03-01-03-01-02-01-16.wav,3,happy,1,1,2,1,16,female,data\processed\spectrograms\spec_03-01-03-01-02-01-16.pt
data\raw\ravdess\Actor_16\03-01-03-01-02-02-16.wav,03-01-03-01-02-02-16.wav,3,happy,1,1,2,2,16,female,data\processed\spectrograms\spec_03-01-03-01-02-02-16.pt
data\raw\ravdess\Actor_16\03-01-03-02-01-01-16.wav,03-01-03-02-01-01-16.wav,3,happy,1,2,1,1,16,female,data\processed\spectrograms\spec_03-01-03-02-01-01-16.pt
data\raw\ravdess\Actor_16\03-01-03-02-01-02-16.wav,03-01-03-02-01-02-16.wav,3,happy,1,2,1,2,16,female,data\processed\spectrograms\spec_03-01-03-02-01-02-16.pt
data\raw\ravdess\Actor_16\03-01-03-02-02-01-16.wav,03-01-03-02-02-01-16.wav,3,happy,1,2,2,1,16,female,data\processed\spectrograms\spec_03-01-03-02-02-01-16.pt
data\raw\ravdess\Actor_16\03-01-03-02-02-02-16.wav,03-01-03-02-02-02-16.wav,3,happy,1,2,2,2,16,female,data\processed\spectrograms\spec_03-01-03-02-02-02-16.pt
data\raw\ravdess\Actor_16\03-01-04-01-01-01-16.wav,03-01-04-01-01-01-16.wav,4,sad,2,1,1,1,16,female,data\processed\spectrograms\spec_03-01-04-01-01-01-16.pt
data\raw\ravdess\Actor_16\03-01-04-01-01-02-16.wav,03-01-04-01-01-02-16.wav,4,sad,2,1,1,2,16,female,data\processed\spectrograms\spec_03-01-04-01-01-02-16.pt
data\raw\ravdess\Actor_16\03-01-04-01-02-01-16.wav,03-01-04-01-02-01-16.wav,4,sad,2,1,2,1,16,female,data\processed\spectrograms\spec_03-01-04-01-02-01-16.pt
data\raw\ravdess\Actor_16\03-01-04-01-02-02-16.wav,03-01-04-01-02-02-16.wav,4,sad,2,1,2,2,16,female,data\processed\spectrograms\spec_03-01-04-01-02-02-16.pt
data\raw\ravdess\Actor_16\03-01-04-02-01-01-16.wav,03-01-04-02-01-01-16.wav,4,sad,2,2,1,1,16,female,data\processed\spectrograms\spec_03-01-04-02-01-01-16.pt
data\raw\ravdess\Actor_16\03-01-04-02-01-02-16.wav,03-01-04-02-01-02-16.wav,4,sad,2,2,1,2,16,female,data\processed\spectrograms\spec_03-01-04-02-01-02-16.pt
data\raw\ravdess\Actor_16\03-01-04-02-02-01-16.wav,03-01-04-02-02-01-16.wav,4,sad,2,2,2,1,16,female,data\processed\spectrograms\spec_03-01-04-02-02-01-16.pt
data\raw\ravdess\Actor_16\03-01-04-02-02-02-16.wav,03-01-04-02-02-02-16.wav,4,sad,2,2,2,2,16,female,data\processed\spectrograms\spec_03-01-04-02-02-02-16.pt
data\raw\ravdess\Actor_16\03-01-05-01-01-01-16.wav,03-01-05-01-01-01-16.wav,5,angry,3,1,1,1,16,female,data\processed\spectrograms\spec_03-01-05-01-01-01-16.pt
data\raw\ravdess\Actor_16\03-01-05-01-01-02-16.wav,03-01-05-01-01-02-16.wav,5,angry,3,1,1,2,16,female,data\processed\spectrograms\spec_03-01-05-01-01-02-16.pt
data\raw\ravdess\Actor_16\03-01-05-01-02-01-16.wav,03-01-05-01-02-01-16.wav,5,angry,3,1,2,1,16,female,data\processed\spectrograms\spec_03-01-05-01-02-01-16.pt
data\raw\ravdess\Actor_16\03-01-05-01-02-02-16.wav,03-01-05-01-02-02-16.wav,5,angry,3,1,2,2,16,female,data\processed\spectrograms\spec_03-01-05-01-02-02-16.pt
data\raw\ravdess\Actor_16\03-01-05-02-01-01-16.wav,03-01-05-02-01-01-16.wav,5,angry,3,2,1,1,16,female,data\processed\spectrograms\spec_03-01-05-02-01-01-16.pt
data\raw\ravdess\Actor_16\03-01-05-02-01-02-16.wav,03-01-05-02-01-02-16.wav,5,angry,3,2,1,2,16,female,data\processed\spectrograms\spec_03-01-05-02-01-02-16.pt
data\raw\ravdess\Actor_16\03-01-05-02-02-01-16.wav,03-01-05-02-02-01-16.wav,5,angry,3,2,2,1,16,female,data\processed\spectrograms\spec_03-01-05-02-02-01-16.pt
